cd,cycle,district_lines,dem_twoway
TN-01,2012,2012,0.2611788617886179
TN-01,2008,2012,0.29035532994923857
TN-02,2012,2012,0.31466395112016293
TN-02,2008,2012,0.350253807106599
TN-03,2012,2012,0.3567073170731707
TN-03,2008,2012,0.37829614604462475
TN-04,2012,2012,0.3363821138211382
TN-04,2008,2012,0.36382113821138207
TN-05,2012,2012,0.5680894308943089
TN-05,2008,2012,0.5819838056680162
TN-06,2012,2012,0.29918864097363085
TN-06,2008,2012,0.3404471544715447
TN-07,2012,2012,0.3336713995943205
TN-07,2008,2012,0.3677811550151976
TN-08,2012,2012,0.3316481294236603
TN-08,2008,2012,0.3525252525252525
TN-09,2012,2012,0.7893145161290324
TN-09,2008,2012,0.7738693467336684
TX-01,2012,2012,0.277497477295661
TX-01,2008,2012,0.30303030303030304
TX-02,2012,2012,0.36142131979695435
TX-02,2008,2012,0.37373737373737376
TX-03,2012,2012,0.3472081218274112
TX-03,2008,2012,0.37755102040816324
TX-04,2012,2012,0.2510121457489879
TX-04,2008,2012,0.29292929292929293
TX-05,2012,2012,0.34782608695652173
TX-05,2008,2012,0.37373737373737376
TX-06,2012,2012,0.4133738601823708
TX-06,2008,2012,0.42424242424242425
TX-07,2012,2012,0.3918781725888325
TX-07,2008,2012,0.40404040404040403
TX-08,2012,2012,0.21985815602836878
TX-08,2008,2012,0.26262626262626265
TX-09,2012,2012,0.7870837537840566
TX-09,2008,2012,0.7676767676767676
TX-10,2012,2012,0.3963227783452502
TX-10,2008,2012,0.43434343434343436
TX-11,2012,2012,0.19838056680161942
TX-11,2008,2012,0.23232323232323232
TX-12,2012,2012,0.3218274111675127
TX-12,2008,2012,0.35353535353535354
TX-13,2012,2012,0.18743667679837892
TX-13,2008,2012,0.2222222222222222
TX-14,2012,2012,0.39979757085020245
TX-14,2008,2012,0.42424242424242425
TX-15,2012,2012,0.5803842264914054
TX-15,2008,2012,0.5757575757575758
TX-16,2012,2012,0.6504559270516718
TX-16,2008,2012,0.6464646464646465
TX-17,2012,2012,0.38430173292558617
TX-17,2008,2012,0.41414141414141414
TX-18,2012,2012,0.7694641051567239
TX-18,2008,2012,0.77
TX-19,2012,2012,0.2535496957403651
TX-19,2008,2012,0.2828282828282828
TX-20,2012,2012,0.5973630831643002
TX-20,2008,2012,0.5858585858585859
TX-21,2012,2012,0.38792221084953943
TX-21,2008,2012,0.42857142857142855
TX-22,2012,2012,0.3714574898785425
TX-22,2008,2012,0.3939393939393939
TX-23,2012,2012,0.48684210526315785
TX-23,2008,2012,0.5050505050505051
TX-24,2012,2012,0.3861788617886179
TX-24,2008,2012,0.41414141414141414
TX-25,2012,2012,0.38689866939611056
TX-25,2008,2012,0.43434343434343436
TX-26,2012,2012,0.3123092573753815
TX-26,2008,2012,0.35353535353535354
TX-27,2012,2012,0.3870314083080041
TX-27,2008,2012,0.40404040404040403
TX-28,2012,2012,0.609090909090909
TX-28,2008,2012,0.5858585858585859
TX-29,2012,2012,0.6663296258847321
TX-29,2008,2012,0.6262626262626263
TX-30,2012,2012,0.8024193548387097
TX-30,2008,2012,0.7878787878787878
TX-31,2012,2012,0.3912155260469867
TX-31,2008,2012,0.43434343434343436
TX-32,2012,2012,0.4213197969543147
TX-32,2008,2012,0.4444444444444444
TX-33,2012,2012,0.7265388496468215
TX-33,2008,2012,0.69
TX-34,2012,2012,0.6135216952573158
TX-34,2008,2012,0.6060606060606061
TX-35,2012,2012,0.6454918032786886
TX-35,2008,2012,0.6428571428571429
TX-36,2012,2012,0.25985844287158744
TX-36,2008,2012,0.30303030303030304
UT-01,2012,2012,0.20858895705521469
UT-01,2008,2012,0.3027806385169928
UT-02,2012,2012,0.3004115226337448
UT-02,2008,2012,0.3962848297213622
UT-03,2012,2012,0.19938650306748468
UT-03,2008,2012,0.30412371134020616
UT-04,2012,2012,0.31006160164271046
UT-04,2008,2012,0.4216494845360825
VA-01,2012,2012,0.462474645030426
VA-01,2008,2012,0.4727822580645162
VA-02,2012,2012,0.5075987841945289
VA-02,2008,2012,0.508577194752775
VA-03,2012,2012,0.797979797979798
VA-03,2008,2012,0.7897384305835009
VA-04,2012,2012,0.493427704752275
VA-04,2008,2012,0.49244712990936557
VA-05,2012,2012,0.4664634146341463
VA-05,2008,2012,0.48383838383838385
VA-06,2012,2012,0.40183112919633773
VA-06,2008,2012,0.42424242424242425
VA-07,2012,2012,0.42292089249492903
VA-07,2008,2012,0.43951612903225806
VA-08,2012,2012,0.6862348178137652
VA-08,2008,2012,0.691220988900101
VA-09,2012,2012,0.35612244897959183
VA-09,2008,2012,0.40770791075050716
VA-10,2012,2012,0.4944275582573455
VA-10,2008,2012,0.5141129032258064
VA-11,2012,2012,0.6325910931174089
VA-11,2008,2012,0.6273917421953675
VT-AL,2012,2012,0.6822810590631364
VT-AL,2008,2012,0.6890243902439024
WA-01,2012,2012,0.555441478439425
WA-01,2008,2012,0.5733197556008147
WA-02,2012,2012,0.6090534979423868
WA-02,2008,2012,0.616717635066259
WA-03,2012,2012,0.49128205128205127
WA-03,2008,2012,0.5193877551020408
WA-04,2012,2012,0.38831967213114754
WA-04,2008,2012,0.39959225280326205
WA-05,2012,2012,0.4495884773662552
WA-05,2008,2012,0.4748717948717948
WA-06,2012,2012,0.5765673175745117
WA-06,2008,2012,0.5822267620020428
WA-07,2012,2012,0.81397738951695775
WA-07,2008,2012,0.8170731707317074
WA-08,2012,2012,0.5081799591002044
WA-08,2008,2012,0.5239064089521872
WA-09,2012,2012,0.6976506639427987
WA-09,2008,2012,0.6964467005076141
WA-10,2012,2012,0.5780287474332648
WA-10,2008,2012,0.5824847250509165
WI-01,2012,2012,0.47878787878787876
WI-01,2008,2012,0.5136501516683518
WI-02,2012,2012,0.6912955465587044
WI-02,2008,2012,0.7102330293819655
WI-03,2012,2012,0.5557809330628803
WI-03,2008,2012,0.6030456852791878
WI-04,2012,2012,0.7598385469223007
WI-04,2008,2012,0.7515151515151516
WI-05,2012,2012,0.3808080808080808
WI-05,2008,2012,0.4222222222222222
WI-06,2012,2012,0.4630940343781597
WI-06,2008,2012,0.5005065856129687
WI-07,2012,2012,0.4842958459979737
WI-07,2008,2012,0.5401015228426396
WI-08,2012,2012,0.4812942366026289
WI-08,2008,2012,0.5440729483282675
WV-01,2012,2012,0.3633572159672467
WV-01,2008,2012,0.4226069246435845
WV-02,2012,2012,0.3877551020408163
WV-02,2008,2012,0.44523326572008115
WV-03,2012,2012,0.33537832310838445
WV-03,2008,2012,0.43163265306122445
WY-AL,2012,2012,0.2881002087682672
WY-AL,2008,2012,0.33401430030643514
